drug_id	group_name_en	group_name_fr	related_drug_id	tier	structural_relation	rationale_en	rationale_fr	source_ids	panel_drug_ids	panel_rationale_en	panel_rationale_fr
cisatracurium	Neuromuscular Blocking Agents	Curares	mivacurium	higher-concern	structurally-related	Same benzylisoquinoline class sharing quaternary ammonium epitopes targeted by IgE in NMBA hypersensitivity.	Meme classe benzylisoquinoline partageant les epitopes ammonium quaternaire cibles par les IgE dans l'hypersensibilite aux curares.	sfar-sfa-2025-annex-4			
cisatracurium	Neuromuscular Blocking Agents	Curares	succinylcholine	lower-expected	structurally-distinct	Depolarizing agent structurally distinct from benzylisoquinolines. Shared quaternary ammonium epitope but different backbone.	Agent depolarisant structurellement distinct des benzylisoquinolines. Epitope ammonium quaternaire partage mais squelette different.	sfar-sfa-2025-annex-4			
mivacurium	Neuromuscular Blocking Agents	Curares	rocuronium	lower-expected	structurally-distinct	Different structural class (aminosteroid vs benzylisoquinoline). Shared quaternary ammonium epitope but lower cross-reactivity expected due to distinct backbone.	Classe structurelle differente (aminosteroide vs benzylisoquinoline). Epitope ammonium quaternaire partage mais reactivite croisee plus faible attendue en raison du squelette distinct.	sfar-sfa-2025-annex-4	rocuronium; vecuronium; pancuronium; cisatracurium; atracurium; succinylcholine	When an NMBA is the suspected culprit, consider evaluating all available NMBAs to identify agents with lower expected cross-reactivity for future procedures.	Lorsqu'un curare est le culprit suspecte, envisager d'evaluer tous les curares disponibles pour identifier les agents avec une reactivite croisee attendue plus faible pour les procedures futures.
mivacurium	Neuromuscular Blocking Agents	Curares	vecuronium	lower-expected	structurally-distinct	Different structural class (aminosteroid vs benzylisoquinoline). Shared quaternary ammonium epitope but lower cross-reactivity expected due to distinct backbone.	Classe structurelle differente (aminosteroide vs benzylisoquinoline). Epitope ammonium quaternaire partage mais reactivite croisee plus faible attendue en raison du squelette distinct.	sfar-sfa-2025-annex-4			
mivacurium	Neuromuscular Blocking Agents	Curares	pancuronium	lower-expected	structurally-distinct	Different structural class (aminosteroid vs benzylisoquinoline). Shared quaternary ammonium epitope but lower cross-reactivity expected due to distinct backbone.	Classe structurelle differente (aminosteroide vs benzylisoquinoline). Epitope ammonium quaternaire partage mais reactivite croisee plus faible attendue en raison du squelette distinct.	sfar-sfa-2025-annex-4			
mivacurium	Neuromuscular Blocking Agents	Curares	cisatracurium	higher-concern	structurally-related	Same benzylisoquinoline class sharing quaternary ammonium epitopes targeted by IgE in NMBA hypersensitivity.	Meme classe benzylisoquinoline partageant les epitopes ammonium quaternaire cibles par les IgE dans l'hypersensibilite aux curares.	sfar-sfa-2025-annex-4			
mivacurium	Neuromuscular Blocking Agents	Curares	atracurium	higher-concern	structurally-related	Same benzylisoquinoline class sharing quaternary ammonium epitopes targeted by IgE in NMBA hypersensitivity.	Meme classe benzylisoquinoline partageant les epitopes ammonium quaternaire cibles par les IgE dans l'hypersensibilite aux curares.	sfar-sfa-2025-annex-4			
mivacurium	Neuromuscular Blocking Agents	Curares	succinylcholine	lower-expected	structurally-distinct	Depolarizing agent structurally distinct from benzylisoquinolines. Shared quaternary ammonium epitope but different backbone.	Agent depolarisant structurellement distinct des benzylisoquinolines. Epitope ammonium quaternaire partage mais squelette different.	sfar-sfa-2025-annex-4			
rocuronium	Neuromuscular Blocking Agents	Curares	vecuronium	higher-concern	structurally-related	Same aminosteroid class with shared steroidal backbone and quaternary ammonium epitopes. Up to 85% cross-reactivity on skin testing between aminosteroid NMBAs.	Meme classe aminosteroide avec squelette steroidal et epitopes ammonium quaternaire partages. Jusqu'a 85% de reactivite croisee aux tests cutanes entre curares aminosteroides.	sfar-sfa-2025-annex-4	vecuronium; pancuronium; cisatracurium; atracurium; mivacurium; succinylcholine	When an NMBA is the suspected culprit, consider evaluating all available NMBAs to identify agents with lower expected cross-reactivity for future procedures.	Lorsqu'un curare est le culprit suspecte, envisager d'evaluer tous les curares disponibles pour identifier les agents avec une reactivite croisee attendue plus faible pour les procedures futures.
rocuronium	Neuromuscular Blocking Agents	Curares	pancuronium	higher-concern	structurally-related	Same aminosteroid class with shared steroidal backbone and quaternary ammonium epitopes. Up to 85% cross-reactivity on skin testing between aminosteroid NMBAs.	Meme classe aminosteroide avec squelette steroidal et epitopes ammonium quaternaire partages. Jusqu'a 85% de reactivite croisee aux tests cutanes entre curares aminosteroides.	sfar-sfa-2025-annex-4			
rocuronium	Neuromuscular Blocking Agents	Curares	cisatracurium	lower-expected	structurally-distinct	Different class (benzylisoquinoline vs aminosteroid). Cisatracurium shows the lowest cross-reactivity rate (14%) and is the most frequently tolerated alternative.	Classe differente (benzylisoquinoline vs aminosteroide). Le cisatracurium presente le taux de reactivite croisee le plus bas (14%) et est l'alternative la plus frequemment toleree.	sfar-sfa-2025-annex-4			
rocuronium	Neuromuscular Blocking Agents	Curares	atracurium	lower-expected	structurally-distinct	Different structural class (benzylisoquinoline vs aminosteroid). Shared quaternary ammonium epitope but lower cross-reactivity expected due to distinct backbone.	Classe structurelle differente (benzylisoquinoline vs aminosteroide). Epitope ammonium quaternaire partage mais reactivite croisee plus faible attendue en raison du squelette distinct.	sfar-sfa-2025-annex-4			
rocuronium	Neuromuscular Blocking Agents	Curares	mivacurium	lower-expected	structurally-distinct	Different structural class (benzylisoquinoline vs aminosteroid). Shared quaternary ammonium epitope but lower cross-reactivity expected due to distinct backbone.	Classe structurelle differente (benzylisoquinoline vs aminosteroide). Epitope ammonium quaternaire partage mais reactivite croisee plus faible attendue en raison du squelette distinct.	sfar-sfa-2025-annex-4			
rocuronium	Neuromuscular Blocking Agents	Curares	succinylcholine	lower-expected	structurally-distinct	Depolarizing agent with bis-quaternary ammonium structure. Only 12.5% cross-reactivity with aminosteroid NMBAs on skin testing.	Agent depolarisant avec structure bis-ammonium quaternaire. Seulement 12,5% de reactivite croisee avec les curares aminosteroides aux tests cutanes.	sfar-sfa-2025-annex-4			
succinylcholine	Neuromuscular Blocking Agents	Curares	rocuronium	higher-concern	structurally-distinct	Bis-quaternary ammonium structure in succinylcholine often triggers broad IgE recognition of other quaternary ammonium-bearing NMBAs.	La structure bis-ammonium quaternaire de la succinylcholine declenche souvent une reconnaissance IgE large des autres curares porteurs d'ammonium quaternaire.	sfar-sfa-2025-annex-4	rocuronium; vecuronium; pancuronium; cisatracurium; atracurium; mivacurium	When an NMBA is the suspected culprit, consider evaluating all available NMBAs to identify agents with lower expected cross-reactivity for future procedures.	Lorsqu'un curare est le culprit suspecte, envisager d'evaluer tous les curares disponibles pour identifier les agents avec une reactivite croisee attendue plus faible pour les procedures futures.
succinylcholine	Neuromuscular Blocking Agents	Curares	vecuronium	higher-concern	structurally-distinct	Bis-quaternary ammonium structure in succinylcholine often triggers broad IgE recognition of other quaternary ammonium-bearing NMBAs.	La structure bis-ammonium quaternaire de la succinylcholine declenche souvent une reconnaissance IgE large des autres curares porteurs d'ammonium quaternaire.	sfar-sfa-2025-annex-4			
succinylcholine	Neuromuscular Blocking Agents	Curares	pancuronium	higher-concern	structurally-distinct	Bis-quaternary ammonium structure in succinylcholine often triggers broad IgE recognition of other quaternary ammonium-bearing NMBAs.	La structure bis-ammonium quaternaire de la succinylcholine declenche souvent une reconnaissance IgE large des autres curares porteurs d'ammonium quaternaire.	sfar-sfa-2025-annex-4			
succinylcholine	Neuromuscular Blocking Agents	Curares	cisatracurium	lower-expected	structurally-distinct	Lowest structural similarity to depolarizing agents among benzylisoquinolines. Cisatracurium is the most frequently tolerated alternative.	Plus faible similarite structurelle avec les agents depolarisants parmi les benzylisoquinolines. Le cisatracurium est l'alternative la plus frequemment toleree.	sfar-sfa-2025-annex-4			
succinylcholine	Neuromuscular Blocking Agents	Curares	atracurium	lower-expected	structurally-distinct	Benzylisoquinoline class with different backbone from depolarizing agents. Shared quaternary ammonium epitope but lower cross-reactivity expected.	Classe benzylisoquinoline avec squelette different des agents depolarisants. Epitope ammonium quaternaire partage mais reactivite croisee plus faible attendue.	sfar-sfa-2025-annex-4			
succinylcholine	Neuromuscular Blocking Agents	Curares	mivacurium	lower-expected	structurally-distinct	Benzylisoquinoline class with different backbone from depolarizing agents. Shared quaternary ammonium epitope but lower cross-reactivity expected.	Classe benzylisoquinoline avec squelette different des agents depolarisants. Epitope ammonium quaternaire partage mais reactivite croisee plus faible attendue.	sfar-sfa-2025-annex-4			
fentanyl	Phenylpiperidine Opioids	Opioides phenylpiperidines	alfentanil	higher-concern	structurally-related	Same phenylpiperidine class sharing the core piperidine ring and phenethyl group. True IgE-mediated allergy is exceedingly rare but structural similarity warrants evaluation.	Meme classe phenylpiperidine partageant le cycle piperidine central et le groupe phenethyle. L'allergie reelle mediee par les IgE est extremement rare mais la similarite structurelle justifie une evaluation.		alfentanil; remifentanil; sufentanil		
fentanyl	Phenylpiperidine Opioids	Opioides phenylpiperidines	remifentanil	higher-concern	structurally-related	Same phenylpiperidine class sharing the core piperidine ring and phenethyl group. True IgE-mediated allergy is exceedingly rare but structural similarity warrants evaluation.	Meme classe phenylpiperidine partageant le cycle piperidine central et le groupe phenethyle. L'allergie reelle mediee par les IgE est extremement rare mais la similarite structurelle justifie une evaluation.				
fentanyl	Phenylpiperidine Opioids	Opioides phenylpiperidines	sufentanil	higher-concern	structurally-related	Same phenylpiperidine class sharing the core piperidine ring and phenethyl group. True IgE-mediated allergy is exceedingly rare but structural similarity warrants evaluation.	Meme classe phenylpiperidine partageant le cycle piperidine central et le groupe phenethyle. L'allergie reelle mediee par les IgE est extremement rare mais la similarite structurelle justifie une evaluation.				
fentanyl	Phenanthrene Opioids	Opioides phenanthrenes	morphine	lower-expected	structurally-distinct	Different structural class (phenanthrene vs phenylpiperidine). 0% cross-reactivity between opioid classes in published studies. Phenanthrenes activate MRGPRX2 (pseudo-allergy) while phenylpiperidines do not.	Classe structurelle differente (phenanthrene vs phenylpiperidine). 0% de reactivite croisee entre classes d'opioides dans les etudes publiees. Les phenanthrenes activent MRGPRX2 (pseudo-allergie) tandis que les phenylpiperidines ne le font pas.		morphine; oxycodone		
fentanyl	Phenanthrene Opioids	Opioides phenanthrenes	oxycodone	lower-expected	structurally-distinct	Different structural class (phenanthrene vs phenylpiperidine). 0% cross-reactivity between opioid classes in published studies. Phenanthrenes activate MRGPRX2 (pseudo-allergy) while phenylpiperidines do not.	Classe structurelle differente (phenanthrene vs phenylpiperidine). 0% de reactivite croisee entre classes d'opioides dans les etudes publiees. Les phenanthrenes activent MRGPRX2 (pseudo-allergie) tandis que les phenylpiperidines ne le font pas.				
alfentanil	Phenylpiperidine Opioids	Opioides phenylpiperidines	fentanyl	higher-concern	structurally-related	Same phenylpiperidine class sharing the core piperidine ring and phenethyl group. True IgE-mediated allergy is exceedingly rare but structural similarity warrants evaluation.	Meme classe phenylpiperidine partageant le cycle piperidine central et le groupe phenethyle. L'allergie reelle mediee par les IgE est extremement rare mais la similarite structurelle justifie une evaluation.		fentanyl; remifentanil; sufentanil		
alfentanil	Phenylpiperidine Opioids	Opioides phenylpiperidines	remifentanil	higher-concern	structurally-related	Same phenylpiperidine class sharing the core piperidine ring and phenethyl group. True IgE-mediated allergy is exceedingly rare but structural similarity warrants evaluation.	Meme classe phenylpiperidine partageant le cycle piperidine central et le groupe phenethyle. L'allergie reelle mediee par les IgE est extremement rare mais la similarite structurelle justifie une evaluation.				
alfentanil	Phenylpiperidine Opioids	Opioides phenylpiperidines	sufentanil	higher-concern	structurally-related	Same phenylpiperidine class sharing the core piperidine ring and phenethyl group. True IgE-mediated allergy is exceedingly rare but structural similarity warrants evaluation.	Meme classe phenylpiperidine partageant le cycle piperidine central et le groupe phenethyle. L'allergie reelle mediee par les IgE est extremement rare mais la similarite structurelle justifie une evaluation.				
alfentanil	Phenanthrene Opioids	Opioides phenanthrenes	morphine	lower-expected	structurally-distinct	Different structural class (phenanthrene vs phenylpiperidine). 0% cross-reactivity between opioid classes in published studies. Phenanthrenes activate MRGPRX2 (pseudo-allergy) while phenylpiperidines do not.	Classe structurelle differente (phenanthrene vs phenylpiperidine). 0% de reactivite croisee entre classes d'opioides dans les etudes publiees. Les phenanthrenes activent MRGPRX2 (pseudo-allergie) tandis que les phenylpiperidines ne le font pas.		morphine; oxycodone		
alfentanil	Phenanthrene Opioids	Opioides phenanthrenes	oxycodone	lower-expected	structurally-distinct	Different structural class (phenanthrene vs phenylpiperidine). 0% cross-reactivity between opioid classes in published studies. Phenanthrenes activate MRGPRX2 (pseudo-allergy) while phenylpiperidines do not.	Classe structurelle differente (phenanthrene vs phenylpiperidine). 0% de reactivite croisee entre classes d'opioides dans les etudes publiees. Les phenanthrenes activent MRGPRX2 (pseudo-allergie) tandis que les phenylpiperidines ne le font pas.				
remifentanil	Phenylpiperidine Opioids	Opioides phenylpiperidines	fentanyl	higher-concern	structurally-related	Same phenylpiperidine class sharing the core piperidine ring and phenethyl group. True IgE-mediated allergy is exceedingly rare but structural similarity warrants evaluation.	Meme classe phenylpiperidine partageant le cycle piperidine central et le groupe phenethyle. L'allergie reelle mediee par les IgE est extremement rare mais la similarite structurelle justifie une evaluation.		fentanyl; alfentanil; sufentanil		
remifentanil	Phenylpiperidine Opioids	Opioides phenylpiperidines	alfentanil	higher-concern	structurally-related	Same phenylpiperidine class sharing the core piperidine ring and phenethyl group. True IgE-mediated allergy is exceedingly rare but structural similarity warrants evaluation.	Meme classe phenylpiperidine partageant le cycle piperidine central et le groupe phenethyle. L'allergie reelle mediee par les IgE est extremement rare mais la similarite structurelle justifie une evaluation.				
remifentanil	Phenylpiperidine Opioids	Opioides phenylpiperidines	sufentanil	higher-concern	structurally-related	Same phenylpiperidine class sharing the core piperidine ring and phenethyl group. True IgE-mediated allergy is exceedingly rare but structural similarity warrants evaluation.	Meme classe phenylpiperidine partageant le cycle piperidine central et le groupe phenethyle. L'allergie reelle mediee par les IgE est extremement rare mais la similarite structurelle justifie une evaluation.				
remifentanil	Phenanthrene Opioids	Opioides phenanthrenes	morphine	lower-expected	structurally-distinct	Different structural class (phenanthrene vs phenylpiperidine). 0% cross-reactivity between opioid classes in published studies. Phenanthrenes activate MRGPRX2 (pseudo-allergy) while phenylpiperidines do not.	Classe structurelle differente (phenanthrene vs phenylpiperidine). 0% de reactivite croisee entre classes d'opioides dans les etudes publiees. Les phenanthrenes activent MRGPRX2 (pseudo-allergie) tandis que les phenylpiperidines ne le font pas.		morphine; oxycodone		
remifentanil	Phenanthrene Opioids	Opioides phenanthrenes	oxycodone	lower-expected	structurally-distinct	Different structural class (phenanthrene vs phenylpiperidine). 0% cross-reactivity between opioid classes in published studies. Phenanthrenes activate MRGPRX2 (pseudo-allergy) while phenylpiperidines do not.	Classe structurelle differente (phenanthrene vs phenylpiperidine). 0% de reactivite croisee entre classes d'opioides dans les etudes publiees. Les phenanthrenes activent MRGPRX2 (pseudo-allergie) tandis que les phenylpiperidines ne le font pas.				
sufentanil	Phenylpiperidine Opioids	Opioides phenylpiperidines	fentanyl	higher-concern	structurally-related	Same phenylpiperidine class sharing the core piperidine ring and phenethyl group. True IgE-mediated allergy is exceedingly rare but structural similarity warrants evaluation.	Meme classe phenylpiperidine partageant le cycle piperidine central et le groupe phenethyle. L'allergie reelle mediee par les IgE est extremement rare mais la similarite structurelle justifie une evaluation.		fentanyl; alfentanil; remifentanil		
sufentanil	Phenylpiperidine Opioids	Opioides phenylpiperidines	alfentanil	higher-concern	structurally-related	Same phenylpiperidine class sharing the core piperidine ring and phenethyl group. True IgE-mediated allergy is exceedingly rare but structural similarity warrants evaluation.	Meme classe phenylpiperidine partageant le cycle piperidine central et le groupe phenethyle. L'allergie reelle mediee par les IgE est extremement rare mais la similarite structurelle justifie une evaluation.				
sufentanil	Phenylpiperidine Opioids	Opioides phenylpiperidines	remifentanil	higher-concern	structurally-related	Same phenylpiperidine class sharing the core piperidine ring and phenethyl group. True IgE-mediated allergy is exceedingly rare but structural similarity warrants evaluation.	Meme classe phenylpiperidine partageant le cycle piperidine central et le groupe phenethyle. L'allergie reelle mediee par les IgE est extremement rare mais la similarite structurelle justifie une evaluation.				
sufentanil	Phenanthrene Opioids	Opioides phenanthrenes	morphine	lower-expected	structurally-distinct	Different structural class (phenanthrene vs phenylpiperidine). 0% cross-reactivity between opioid classes in published studies. Phenanthrenes activate MRGPRX2 (pseudo-allergy) while phenylpiperidines do not.	Classe structurelle differente (phenanthrene vs phenylpiperidine). 0% de reactivite croisee entre classes d'opioides dans les etudes publiees. Les phenanthrenes activent MRGPRX2 (pseudo-allergie) tandis que les phenylpiperidines ne le font pas.		morphine; oxycodone		
sufentanil	Phenanthrene Opioids	Opioides phenanthrenes	oxycodone	lower-expected	structurally-distinct	Different structural class (phenanthrene vs phenylpiperidine). 0% cross-reactivity between opioid classes in published studies. Phenanthrenes activate MRGPRX2 (pseudo-allergy) while phenylpiperidines do not.	Classe structurelle differente (phenanthrene vs phenylpiperidine). 0% de reactivite croisee entre classes d'opioides dans les etudes publiees. Les phenanthrenes activent MRGPRX2 (pseudo-allergie) tandis que les phenylpiperidines ne le font pas.				
morphine	Phenanthrene Opioids	Opioides phenanthrenes	oxycodone	higher-concern	structurally-related	Same phenanthrene class sharing the core ring structure. Both are MRGPRX2 activators causing direct histamine release (pseudo-allergic mechanism). Caution if prior reaction to a phenanthrene opioid.	Meme classe phenanthrene partageant la structure cyclique centrale. Les deux activent MRGPRX2 causant une liberation directe d'histamine (mecanisme pseudo-allergique). Prudence si reaction anterieure a un opioide phenanthrene.		oxycodone		
morphine	Phenylpiperidine Opioids	Opioides phenylpiperidines	fentanyl	lower-expected	structurally-distinct	Different structural class. Phenylpiperidines do not activate MRGPRX2 and do not cause histamine release. 0% cross-reactivity between opioid classes in published re-exposure studies.	Classe structurelle differente. Les phenylpiperidines n'activent pas MRGPRX2 et ne provoquent pas de liberation d'histamine. 0% de reactivite croisee entre classes d'opioides dans les etudes de re-exposition publiees.		fentanyl; alfentanil; remifentanil; sufentanil		
morphine	Phenylpiperidine Opioids	Opioides phenylpiperidines	alfentanil	lower-expected	structurally-distinct	Different structural class. Phenylpiperidines do not activate MRGPRX2 and do not cause histamine release. 0% cross-reactivity between opioid classes in published re-exposure studies.	Classe structurelle differente. Les phenylpiperidines n'activent pas MRGPRX2 et ne provoquent pas de liberation d'histamine. 0% de reactivite croisee entre classes d'opioides dans les etudes de re-exposition publiees.				
morphine	Phenylpiperidine Opioids	Opioides phenylpiperidines	remifentanil	lower-expected	structurally-distinct	Different structural class. Phenylpiperidines do not activate MRGPRX2 and do not cause histamine release. 0% cross-reactivity between opioid classes in published re-exposure studies.	Classe structurelle differente. Les phenylpiperidines n'activent pas MRGPRX2 et ne provoquent pas de liberation d'histamine. 0% de reactivite croisee entre classes d'opioides dans les etudes de re-exposition publiees.				
morphine	Phenylpiperidine Opioids	Opioides phenylpiperidines	sufentanil	lower-expected	structurally-distinct	Different structural class. Phenylpiperidines do not activate MRGPRX2 and do not cause histamine release. 0% cross-reactivity between opioid classes in published re-exposure studies.	Classe structurelle differente. Les phenylpiperidines n'activent pas MRGPRX2 et ne provoquent pas de liberation d'histamine. 0% de reactivite croisee entre classes d'opioides dans les etudes de re-exposition publiees.				
oxycodone	Phenanthrene Opioids	Opioides phenanthrenes	morphine	higher-concern	structurally-related	Same phenanthrene class sharing the core ring structure. Both are MRGPRX2 activators causing direct histamine release (pseudo-allergic mechanism). Caution if prior reaction to a phenanthrene opioid.	Meme classe phenanthrene partageant la structure cyclique centrale. Les deux activent MRGPRX2 causant une liberation directe d'histamine (mecanisme pseudo-allergique). Prudence si reaction anterieure a un opioide phenanthrene.		morphine		
oxycodone	Phenylpiperidine Opioids	Opioides phenylpiperidines	fentanyl	lower-expected	structurally-distinct	Different structural class. Phenylpiperidines do not activate MRGPRX2 and do not cause histamine release. 0% cross-reactivity between opioid classes in published re-exposure studies.	Classe structurelle differente. Les phenylpiperidines n'activent pas MRGPRX2 et ne provoquent pas de liberation d'histamine. 0% de reactivite croisee entre classes d'opioides dans les etudes de re-exposition publiees.		fentanyl; alfentanil; remifentanil; sufentanil		
oxycodone	Phenylpiperidine Opioids	Opioides phenylpiperidines	alfentanil	lower-expected	structurally-distinct	Different structural class. Phenylpiperidines do not activate MRGPRX2 and do not cause histamine release. 0% cross-reactivity between opioid classes in published re-exposure studies.	Classe structurelle differente. Les phenylpiperidines n'activent pas MRGPRX2 et ne provoquent pas de liberation d'histamine. 0% de reactivite croisee entre classes d'opioides dans les etudes de re-exposition publiees.				
oxycodone	Phenylpiperidine Opioids	Opioides phenylpiperidines	remifentanil	lower-expected	structurally-distinct	Different structural class. Phenylpiperidines do not activate MRGPRX2 and do not cause histamine release. 0% cross-reactivity between opioid classes in published re-exposure studies.	Classe structurelle differente. Les phenylpiperidines n'activent pas MRGPRX2 et ne provoquent pas de liberation d'histamine. 0% de reactivite croisee entre classes d'opioides dans les etudes de re-exposition publiees.				
oxycodone	Phenylpiperidine Opioids	Opioides phenylpiperidines	sufentanil	lower-expected	structurally-distinct	Different structural class. Phenylpiperidines do not activate MRGPRX2 and do not cause histamine release. 0% cross-reactivity between opioid classes in published re-exposure studies.	Classe structurelle differente. Les phenylpiperidines n'activent pas MRGPRX2 et ne provoquent pas de liberation d'histamine. 0% de reactivite croisee entre classes d'opioides dans les etudes de re-exposition publiees.				
nefopam	Opioids & Analgesics	Opioides & Antalgiques	fentanyl	lower-expected	structurally-distinct	Completely different chemical class from benzoxazocine derivatives. No structural basis for cross-reactivity.	Classe chimique completement differente des derives de la benzoxazocine. Aucune base structurelle pour une reactivite croisee.		fentanyl; alfentanil; remifentanil; sufentanil; morphine; oxycodone		
nefopam	Opioids & Analgesics	Opioides & Antalgiques	alfentanil	lower-expected	structurally-distinct	Completely different chemical class from benzoxazocine derivatives. No structural basis for cross-reactivity.	Classe chimique completement differente des derives de la benzoxazocine. Aucune base structurelle pour une reactivite croisee.				
nefopam	Opioids & Analgesics	Opioides & Antalgiques	remifentanil	lower-expected	structurally-distinct	Completely different chemical class from benzoxazocine derivatives. No structural basis for cross-reactivity.	Classe chimique completement differente des derives de la benzoxazocine. Aucune base structurelle pour une reactivite croisee.				
nefopam	Opioids & Analgesics	Opioides & Antalgiques	sufentanil	lower-expected	structurally-distinct	Completely different chemical class from benzoxazocine derivatives. No structural basis for cross-reactivity.	Classe chimique completement differente des derives de la benzoxazocine. Aucune base structurelle pour une reactivite croisee.				
nefopam	Opioids & Analgesics	Opioides & Antalgiques	morphine	lower-expected	structurally-distinct	Completely different chemical class from benzoxazocine derivatives. No structural basis for cross-reactivity.	Classe chimique completement differente des derives de la benzoxazocine. Aucune base structurelle pour une reactivite croisee.				
nefopam	Opioids & Analgesics	Opioides & Antalgiques	oxycodone	lower-expected	structurally-distinct	Completely different chemical class from benzoxazocine derivatives. No structural basis for cross-reactivity.	Classe chimique completement differente des derives de la benzoxazocine. Aucune base structurelle pour une reactivite croisee.				
tramadol	Opioids & Analgesics	Opioides & Antalgiques	fentanyl	lower-expected	structurally-distinct	Completely different chemical class from cyclohexanol derivatives. No structural basis for cross-reactivity.	Classe chimique completement differente des derives du cyclohexanol. Aucune base structurelle pour une reactivite croisee.		fentanyl; alfentanil; remifentanil; sufentanil; morphine; oxycodone		
